ID,Name (in Turkey),Name (in English),Ingredients of a standard portion for a 3-6 year-old child (in Turkey),Ingredients of a standard portion for a 3-6 year-old child (in English),Ingredients of a standard portion for a 7-12 year-old child (in Turkey),Ingredients of a standard portion for a 7-12 year-old child (in English),Ingredients of a standard portion for a 13-15 year-old child (in Turkey),Ingredients of a standard portion for a 13-15 year-old child (in English),Ingredients of a standard portion for a 16-18 year-old child (in Turkey),Ingredients of a standard portion for a 16-18 year-old child (in English),Ingredients of a standard portion for an adult (in Turkey),Ingredients of a standard portion for an adult (in English),Recipe (in Turkey),Recipe (in English),Tip (in Turkey),Tip (in English),Kcal,Protein,Fat,Carbohydrates,Dish type,For Autumn,For Winter,For Spring,For Summer,White meat,Red meat,Pork,Fish or seafood,Pulses (Legumes),Dairy,Eggs,Pasta,Rice,Tubers,Soups,Cereals,Fruit,Nuts,Raw vegetables,Cooked vegetables,Protein mix,Unique,Semiunique,Vegetables for semi,Red,Green,White,Yellow,Purple,Multicolor,No color,For proposals,For school
293,Ispanak Çorbası,Spinach soup,,,"Ispanak:50g.
Soğan:20g.
Domates salçası:5g.
Zeytinyağı:5g.
 Tuz:1g. 
Karabiber:1g.
 Su:100 ml.
 Yumurta sarısı:3g.
 Limon suyu:5ml.","Spinach:50g.
Onion:20g.
Tomato paste:5g.
Olive oil:5g.
 Salt:1g.
 Black pepper:1g. 
Water:100 ml. 
Egg yolk:3g. 
Lemon juice:5ml.","Ispanak:50g.
Soğan:20g.
Domates salçası:5g.
Zeytinyağı:5g.
 Tuz:1g. 
Karabiber:1g.
 Su:100 ml.
 Yumurta sarısı:3g.
 Limon suyu:5ml.","Spinach:50g.
Onion:20g.
Tomato paste:5g.
Olive oil:5g.
 Salt:1g.
 Black pepper:1g. 
Water:100 ml. 
Egg yolk:3g. 
Lemon juice:5ml.","Ispanak:75g.
Soğan:30g.
Domates salçası:8g.
Zeytinyağı:8g. 
Tuz:1g.
 Karabiber:2g.
 Su:150 ml. 
Yumurta sarısı:5g.
 Limon suyu:8","Spinach:75g.
Onion:30g.
Tomato paste:8g.
Olive oil:8g. 
Salt:1g. 
Black pepper:2g.
 Water:150 ml. 
Egg yolk:5g. 
Lemon juice:8ml.","Ispanak:75g.
Soğan:30g.
Domates salçası:8g.
Zeytinyağı:8g. 
Tuz:1g.
 Karabiber:2g.
 Su:150 ml. 
Yumurta sarısı:5g.
 Limon suyu:8","Spinach:75g.
Onion:30g.
Tomato paste:8g.
Olive oil:8g. 
Salt:1g. 
Black pepper:2g.
 Water:150 ml. 
Egg yolk:5g. 
Lemon juice:8ml.","Doğranmış soğan, salça, ıspanak ve domates salçasını yağda sotele, su ekle ve kaynat. Sebzeler pişince tencerenin altını kapat ve birlikte çırpılmış yumurta sarısı ile limon suyunu ekle.","saute chopped onion, spinach, tomato paste with olive oil. Add water and boil till the vegetables cooked. Turn down the heat. mix lemon juice and egg yolk and add the texture to pot and mix them all well.",,,104,2,8,6,second,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
294,Tavuk haşlama,Boiled chicken,,,"Tavuk göğsü:60g.
Havuç:20g.
 patates:20g. 
Su:100 ml.
Tuz:1g.,
Karabiber:1g.","Chicken breast:60g.
Carrot:20g. 
Potato:20g.
 Water:100 ml.
Salt:1g.,
Black pepper:1g.","Tavuk göğsü:60g.
Havuç:20g.
 patates:20g. 
Su:100 ml.
Tuz:1g.,
Karabiber:1g.","Chicken breast:60g.
Carrot:20g. 
Potato:20g.
 Water:100 ml.
Salt:1g.,
Black pepper:1g.","Tavuk göğsü:120g.
Havuç:30g.
 patates:30g. 
Su:180 ml.
Tuz:2g.,
Karabiber:2g.","Chicken breast:120g.
Carrot:30g. 
Potato:30g.
 Water:180 ml.
Salt:2g.,
Black pepper:2g.","Tavuk göğsü:120g.
Havuç:30g.
 patates:30g. 
Su:180 ml.
Tuz:2g.,
Karabiber:2g.","Chicken breast:120g.
Carrot:30g. 
Potato:30g.
 Water:180 ml.
Salt:2g.,
Black pepper:2g.","Tavuk göğsü bütün olarak, havuç ve patates iri parçalar halinde doğranmış olarak tencereye konur. Tuz karabiber ve su da eklenerek birlikte kaynatılır.","Make big slices of carrot and potato. Put Whole chicken breast, carrots and potatoes in a pan. Add salt, black pepper, water and boil them all.",,,316,24,20,10,first,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
295,Etli bamya,Okra with meat,,,"Bamya:80g.
Et:20g.
Soğan:10g.
 Salça:5g.
 Tuz:1g. 
Kırmızı biber:1g. 
Karabiber:1g.
Su:60ml. 
Zeytinyağı:5g. 
Limon suyu:10ml.","Okra:80g.
Meat:20g.
Onion:10g.
 Tomato paste:5g.
 Salt:1g. 
Pepper:1g. 
Black pepper:1g. 
Water:60ml. 
Olive oil:5g. 
Lemon juice:10ml.","Bamya:80g.
Et:20g.
Soğan:10g.
 Salça:5g.
 Tuz:1g. 
Kırmızı biber:1g. 
Karabiber:1g.
Su:60ml. 
Zeytinyağı:5g. 
Limon suyu:10ml.","Okra:80g.
Meat:20g.
Onion:10g.
 Tomato paste:5g.
 Salt:1g. 
Pepper:1g. 
Black pepper:1g. 
Water:60ml. 
Olive oil:5g. 
Lemon juice:10ml.","Bamya:160g.
Et:50g.
Soğan:20g. 
Salça:8g. 
Tuz:2g. 
Kırmızı biber:2g. 
Karabiber:2g.
Su:100ml. 
Zeytinyağı:10g.
 Limon suyu:20ml.","Okra:160g.
Meat:50g.
Onion:20g. 
Tomato paste:8g. 
Salt:2g. 
Pepper:2g. 
Black pepper:2g. 
Water:100ml. 
Olive oil:10g. 
Lemon juice:20ml.","Bamya:160g.
Et:50g.
Soğan:20g. 
Salça:8g. 
Tuz:2g. 
Kırmızı biber:2g. 
Karabiber:2g.
Su:100ml. 
Zeytinyağı:10g.
 Limon suyu:20ml.","Okra:160g.
Meat:50g.
Onion:20g. 
Tomato paste:8g. 
Salt:2g. 
Pepper:2g. 
Black pepper:2g. 
Water:100ml. 
Olive oil:10g. 
Lemon juice:20ml.",,,,,172,10,12,6,first,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
296,Patlıcanlı bulgur pilavı,Eggplant bulgur pilaf,,,"Patlıcan:30g.
Soğan:20g 
Domates:20g. 
Yeşil biber:20g.
 bulgur:30g. 
tuz:1g. 
kuru nane:2g. 
zeytinyağı:5 g.,
 su:100ml.","Eggplant:30g.
Onion:20g 
Tomato:20g.
 Green pepper:20g.,
 bulgur:30g.
 salt:1g. 
dried mint:2g. 
olive oil:5 g.,
 water:100ml.","Patlıcan:30g.
Soğan:20g 
Domates:20g. 
Yeşil biber:20g.
 bulgur:30g. 
tuz:1g. 
kuru nane:2g. 
zeytinyağı:5 g.,
 su:100ml.","Eggplant:30g.
Onion:20g 
Tomato:20g.
 Green pepper:20g.,
 bulgur:30g.
 salt:1g. 
dried mint:2g. 
olive oil:5 g.,
 water:100ml.","Patlıcan:50g.
Soğan:30g
 Domates:30g. 
Yeşil biber:30g., 
bulgur:50g. 
tuz:2g. 
kuru nane:4g.
 zeytinyağı:10 g.,
 su:170ml.","Eggplant:50g.
Onion:30g 
Tomato:30g. 
Green pepper:30g., 
bulgur:50g. 
salt:2g. 
dried mint:4g. 
olive oil:10 g., 
water:170ml.","Patlıcan:50g.
Soğan:30g
 Domates:30g. 
Yeşil biber:30g., 
bulgur:50g. 
tuz:2g. 
kuru nane:4g.
 zeytinyağı:10 g.,
 su:170ml.","Eggplant:50g.
Onion:30g 
Tomato:30g. 
Green pepper:30g., 
bulgur:50g. 
salt:2g. 
dried mint:4g. 
olive oil:10 g., 
water:170ml.","Tüm sebzeleri küçük doğra, bulgur ile birlikte zeytinyağında sotele. Su, tuz ve naneyi ekle ve kaynat. Bulgur suyu çekene kadar pişir.","Chop all vegetables in small size. Saute them all with boulgur and olive oil in a pan. Add water, salt, mint and boil till boulgur get well cooked.",,,230,5,10,30,second,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
297,Tavuklu Börek,Pastry with chicken,,,"Yufka:40g.
Soğan:20g 
Domates:20g.
 Yeşil biber:20g.,
 tavuk göğsü:30g.
 tuz:1g. 
karabiber:1g. 
kırmızı biber:1g. 
zeytinyağı:5 g.,
 yumurta sarısı:2g.","Dough sheet:40g.
Onion:20g 
Tomato:20g. 
Green pepper:20g., 
Chicken breast:30g.
 Salt:1g. 
Black pepper:1g. 
Red pepper:1g.
 Olive oil:5 g., 
Egg yolk:2g.","Yufka:40g.
Soğan:20g 
Domates:20g.
 Yeşil biber:20g.,
 tavuk göğsü:30g.
 tuz:1g. 
karabiber:1g. 
kırmızı biber:1g. 
zeytinyağı:5 g.,
 yumurta sarısı:2g.","Dough sheet:40g.
Onion:20g 
Tomato:20g. 
Green pepper:20g., 
Chicken breast:30g.
 Salt:1g. 
Black pepper:1g. 
Red pepper:1g.
 Olive oil:5 g., 
Egg yolk:2g.","Yufka:80g.
Soğan:30g 
Domates:30g. 
Yeşil biber:30g., 
tavuk göğsü:50g. 
tuz:2g. 
karabiber:2g. 
kırmızı biber:2g. 
zeytinyağı:8 g.,
 yumurta sarısı:4g.","Dough sheet:80g.
Onion:30g 
Tomato:30g. 
Green pepper:30g., 
Chicken breast:50g. 
Salt:2g.
 Black pepper:2g. 
Red pepper:2g. 
Olive oil:8 g., 
Egg yolk:4g.","Yufka:80g.
Soğan:30g 
Domates:30g. 
Yeşil biber:30g.,
 tavuk göğsü:50g. 
tuz:2g. 
karabiber:2g.
 kırmızı biber:2g.
 zeytinyağı:8 g., 
yumurta sarısı:4g.","Dough sheet:80g.
Onion:30g 
Tomato:30g. 
Green pepper:30g., 
Chicken breast:50g. 
Salt:2g.
 Black pepper:2g. 
Red pepper:2g. 
Olive oil:8 g., 
Egg yolk:4g.",Tavada küp şeklinde doğranmış tavuk göğsünü zeytinyağı ile sotele. Suyunu salıp çekince soğan biber domates baharatları ve tuzu ekle pişir. Soğumaya bırak. Yufkayı ser ve iç yüzüne su sür. Tavuklu sebzeli harcı yerleştir ve sarma gibi sar. Üzerine yumurta sarısı sür ve 20dk. 180C fırında pişir.,"Saute the diced chicken breast in a pan with olive oil. When the water is released, add onion pepper tomato spices and salt and cook. Let it cool. Lay the dough out and rub water on the inside. Place the chicken veggie stuffing and wrap it . Apply egg yolk on it and Bake in the oven at 180C for 20 minutes.",,,303,13,14,30,first,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
298,Naneli ayran,Ayran with dried mint,,,"2 g kuru nane 
100 ml ayran","2 g dried mint 
100 ml ayran","3 g kuru nane 
150 ml ayran","3 g driedmint 
150 ml ayran","4 g kuru nane 
200 ml ayran","4 g dried mint 
200 ml ayran","4 g kuru nane 
200 ml ayran","4 g dried mint 
200 ml ayran",Ayrana nane ekle ve karıştır,Put dried mint in ayran and mix.,,,114,6,6,9,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
299,Çoban salata,Coban salad,,,"Domates:50g. 
Salatalık:30g. 
Yeşil Biber: 20g. 
soğan:20g.
 Tuz:1g.
 Limon suyu:5 ml.
 Zeytinyağı :5 g.","Tomato:50g. 
Cucumber:30g. 
Green pepper: 20g. 
Onion:20g. 
Salt:1g.
 Lemon juice:5 ml. 
Olive oil :5 g.","Domates:50g. 
Salatalık:30g. 
Yeşil Biber: 20g. 
soğan:20g.
 Tuz:1g.
 Limon suyu:5 ml.
 Zeytinyağı :5 g.","Tomato:50g. 
Cucumber:30g. 
Green pepper: 20g. 
Onion:20g. 
Salt:1g.
 Lemon juice:5 ml. 
Olive oil :5 g.","Domates:100g. 
Salatalık:60g. 
Yeşil Biber: 40g. 
soğan:40g. 
Tuz:2g. 
Limon suyu:10 ml. 
Zeytinyağı :10 g.","Tomato:100g. 
Cucumber:60g. 
Green Pepper: 40g. 
Onion:40g.
 Salt:2g.
 Lemon juice:10 ml.
 Olive oil :10 g.","Domates:100g. 
Salatalık:60g. 
Yeşil Biber: 40g. 
soğan:40g. 
Tuz:2g. 
Limon suyu:10 ml. 
Zeytinyağı :10 g.","Tomato:100g. 
Cucumber:60g. 
Green Pepper: 40g. 
Onion:40g.
 Salt:2g.
 Lemon juice:10 ml.
 Olive oil :10 g.","Tüm sebzeleri küçük küpler şeklinde doğra, bir kaba koy, tuz limon ve zeytinyağını ekleyip hepsini karıştır.","Dice all vegetables in little size, put in a bowl. Add salt, lemon juice and olive oil.",,,73,,5,7,side,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2100,Nohut yemeği,chickpea dish,,,"Nohut: 40g.
Soğan:20g.
Salça:5g.
Tuz:1g.
Kırmızı biber:1g.","Chickpeas: 40g.
Onion:20g.
Tomato paste:5g.
Salt:1g.
Red pepper:1g.
Olive oil: 5g.","Nohut: 40g.
Soğan:20g.
Salça:5g.
Tuz:1g.
Kırmızı biber:1g.
Zeytinyağı:5g.","Chickpeas: 40g.
Onion:20g.
Tomato paste:5g.
Salt:1g.
Red pepper:1g.
Olive oil:5g.","Nohut: 80g.
Soğan:40g.
Salça:10g.
Tuz:2g.
Kırmızı biber:2g.
Zeytinyağı: 10 g.","Chickpeas: 80g.
Onion:40g.
Tomato paste:10g.
Salt:2g.
Red pepper:2g.
Olive oil:10g.","Nohut: 80g.
Soğan:40g.
Salça:10g.
Tuz:2g.
Kırmızı biber:2g.
Zeytinyağı:10g.","Chickpeas: 80g.
Onion:40g.
Tomato paste:10g.
Salt:2g.
Red pepper:2g.
Olive oil:5g.","Nohutu ıslatıp 1 gün beklet. Islattığın suyu dök. Düüdüklü tencerede soğan ve salçayı zeytinyağı ile sotele, nohutları ve suyu ekle, 20 dk. kaynat.","Soak the chickpeas for 1 day. Pour out water. Saute the onion and tomato paste with olive oil in the pressure cooker, add the chickpeas and clean water, cook for 20 minutes.",,,190,3,10,22,first,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2101,Salatalık Turşusu,Cucumber pickle,,,60g.,60g.,60g.,60g.,100g.,100g.,100g.,100g.,,,,,20,,,5,side,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2102,Şehriye pilavı,Noodle pilaf,,,"Şehriye:50g.
Zeytinyağı:5g
Tuz:1g.
Su:100ml.","Noodle: 50g.
Olive oil: 5g.
Salt:1g.
Water:100ml.","Şehriye:50g.
Zeytinyağı:5g
Tuz:1g.
Su:100ml.","Noodle: 50g.
Olive oil: 5g.
Salt:1g.
Water:100ml.","Şehriye:90g.
Zeytinyağı:10g
Tuz:2g.
Su:180ml.","Noodle: 90g.
Olive oil: 10g.
Salt:2g.
Water:180ml.","Şehriye:90g.
Zeytinyağı:10g
Tuz:2g.
Su:180ml.","Noodle: 90g.
Olive oil: 10g.
Salt:2g.
Water:180ml.",Şehriyeyi zeytinyağı ile sotele. Su ve tuzu ekle. Şehriyeler suyu çekene kadar pişir.,Saute the noodle with olive oil. Add water and salt. Cook the noodles until they absorb the water.,,,226,4,10,30,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2103,Terbiyeli Etli kereviz,Seasoned Celery with meat,,,"Kereviz:80g.
 Et:20g. 
Soğan:10g. 
Havuç:20g.
Patates:20g. 
Tuz:1g. 
 Su:60ml. 
Zeytinyağı:5g.
Lemon juice: 8 ml.
Egg yolk: 3g.","Celery:80g.
 Meat:20g. 
Onion:10g. 
Carrot:20g.
Potato:20g.
Salt:1g. 
Water:60ml. 
Olive oil:5g.
Lemon juice: 8 ml.
Egg Yolk: 3g.","Kereviz:80g.
 Et:20g. 
Soğan:10g. 
Havuç:20g.
Patates:20g. 
Tuz:1g. 
 Su:60ml. 
Zeytinyağı:5g.
Lemon juice: 8 ml.
Egg yolk: 3g.","Celery:80g.
 Meat:20g. 
Onion:10g. 
Carrot:20g.
Potato:20g.
Salt:1g. 
Water:60ml. 
Olive oil:5g.
Lemon juice: 8 ml.
Egg Yolk: 3g.","Kereviz:160g.
 Et:40g. 
Soğan:20g. 
Havuç:40g.
Patates:40g.
Tuz:2g. 
 Su:120ml. 
Zeytinyağı:10g.
Lemon juice: 15ml.
Egg yolk: 5g.","Celery:160g.
 Meat:40g. 
Onion:20g. 
Carrot:40g.
Potato:40g.
Salt:2g. 
Water:120ml. 
Olive oil:10g.
Lemon juice: 15ml.
Egg yolk: 5g.","Kereviz:160g.
 Et:40g. 
Soğan:20g. 
Havuç:40g.
Patates:40g.
Tuz:2g. 
 Su:120ml. 
Zeytinyağı:10g.
Lemon juice: 15ml.
Egg yolk: 5g.","Celery:160g.
 Meat:40g. 
Onion:20g. 
Carrot:40g.
Potato:40g.
Salt:2g. 
Water:120ml. 
Olive oil:10g.
Lemon juice: 15ml.
Egg yolk: 5g.","Kuşbaşı doğranmış etleri yağ ile sotele ve kendi suyunu çekene kadar pişir. Üzerine doğranmış kereviz, patates, havuç ve soğanlar ile suyu ekle   ve pişir. Ocağı söndürünce çırpılmış yumurta sarısı ve limon suyunu ekle ve karıştır.","Saute the diced meat with oil and cook until it absorbs its own juice. Add chopped celery, potatoes, carrots and onions and water and cook. When you turn off the stove, add the beaten egg yolk and lemon juice and mix.",,,208,10,12,15,first,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
2104,Marul salatası,Lettuce salad,,,"Marul:50g.
Maydanoz:15g.
Taze soğan:20g.
Tuz: 1g.
Limon suyu: 7ml.
Zeytinyağı:5g.","Lettuce:50g.
Parsley:15g.
Fresh onion:20g.
Salt: 1g.
Lemon juice: 7ml.
Olive oil:5g.","Marul:50g.
Maydanoz:15g.
Taze soğan:20g.
Tuz: 1g.
Limon suyu: 7ml.
Zeytinyağı:5g.","Lettuce:50g.
Parsley:15g.
Fresh onion:20g.
Salt: 1g.
Lemon juice: 7ml.
Olive oil:5g.","Marul:80g.
Maydanoz:25g.
Taze soğan:30g.
Tuz: 2g.
Limon suyu: 15ml.
Zeytinyağı:7g.","Lettuce:80g.
Parsley:25g.
Fresh onion:30g.
Salt: 2g.
Lemon juice: 15ml.
Olive oil:7g.","Marul:80g.
Maydanoz:25g.
Taze soğan:30g.
Tuz: 2g.
Limon suyu: 15ml.
Zeytinyağı:7g.","Lettuce:80g.
Parsley:25g.
Fresh onion:30g.
Salt: 2g.
Lemon juice: 15ml.
Olive oil:7g.","Tüm sebzeleri küçük küpler şeklinde doğra, bir kaba koy, tuz limon ve zeytinyağını ekleyip hepsini karıştır.","Dice all vegetables in little size, put in a bowl. Add salt, lemon juice and olive oil.",,,83,,7,4,side,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2105,Balkabağı Çorbası,Pumpkin soup,,,"Balkabağı:50g.
Patates:15g
Havuç:15g.
Soğan:15g.
Süt:40 ml.
Su:60ml.
Zeytinyağı 5g.
Karabiber:1g.
Tuz:1g.
Zerdeçal:0,5g.","Pumpkin:50g.
Potato:15g
Carrot:15g.
Onion:15g.
Süt:40 ml.
Milk:60ml.
Olive oil 5g.
Black pepper:1g.
Salt:1g.
Turmeric:0,5g.","Balkabağı:50g.
Patates:15g
Havuç:15g.
Soğan:15g.
Süt:40 ml.
Su:60ml.
Zeytinyağı 5g.
Karabiber:1g.
Tuz:1g.
Zerdeçal:0,5g.","Pumpkin:50g.
Potato:15g
Carrot:15g.
Onion:15g.
Süt:40 ml.
Milk:60ml.
Olive oil 5g.
Black pepper:1g.
Salt:1g.
Turmeric:0,5g.","Balkabağı:100g.
Patates:30g
Havuç:30g.
Soğan:130g.
Süt:80 ml.
Su:120ml.
Zeytinyağı 10g.
Karabiber:2g.
Tuz:2g.
Zerdeçal:1g.","Pumpkin:100g.
Potato:30g
Carrot:30g.
Onion:30g.
Süt:80 ml.
Milk:120ml.
Olive oil 10g.
Black pepper:2g.
Salt:2g.
Turmeric:1g.","Balkabağı:100g.
Patates:30g
Havuç:30g.
Soğan:130g.
Süt:80 ml.
Su:120ml.
Zeytinyağı 10g.
Karabiber:2g.
Tuz:2g.
Zerdeçal:1g.","Pumpkin:100g.
Potato:30g
Carrot:30g.
Onion:30g.
Süt:80 ml.
Milk:120ml.
Olive oil 10g.
Black pepper:2g.
Salt:2g.
Turmeric:1g.","Balkabağını, patatesi, havucu ve soğanı küp şeklinde doğra, zeytinyağı ile sotele. Üzerine suyu ve baharatları ekle, kaynat. Sebzeler pişince sütü ekle ve birkaç dakika daha kaynat. Ocağı kapat, tuzu ekle ve el blender ile karıştır.","Dice the pumpkin, potato, carrot and onion into cubes and saute with olive oil. Add water and spices on and boil. When the vegetables are cooked, add the milk and boil for a few more minutes. Turn off the stove, add the salt and mix with a hand blender.",,,176,2,12,15,second,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
2106,Lahana Sarması,Cabbage rolls,,,"Beyaz Lahana: 40g.
Beyaz Pirinç: 25g
Kuru Soğan: 10g.
Zeytinyağı:5g.
Dolmalık Fıstık:2g.
Kuş Üzümü: 3g.
Karabiber: 1g.
Tarçın: 1g.
Su: 30ml.
Tuz: 1g. ","Cabbage: 40g.
Rice: 25g
Onion: 10g.
Olive oil:5g.
Pine nut:2g.
Currant: 3g.
Black pepper: 1g.
Cinnamon: 1g.
Water: 30ml.
Salt: 1g. ","Beyaz Lahana: 40g.
Beyaz Pirinç: 25g
Kuru Soğan: 10g.
Zeytinyağı:5g.
Dolmalık Fıstık:2g.
Kuş Üzümü: 3g.
Karabiber: 1g.
Tarçın: 1g.
Su: 30ml.
Tuz: 1g. ","Cabbage: 40g.
Rice: 25g
Onion: 10g.
Olive oil:5g.
Pine nut:2g.
Currant: 3g.
Black pepper: 1g.
Cinnamon: 1g.
Water: 30ml.
Salt: 1g. ","Beyaz Lahana: 80g.
Beyaz Pirinç: 50g
Kuru Soğan: 20g.
Zeytinyağı:10g.
Dolmalık Fıstık:4g.
Kuş Üzümü: 6g.
Karabiber: 2g.
Tarçın: 2g.
Su: 60ml.
Tuz: 2g. ","Cabbage: 80g.
Rice: 50g
Onion: 20g.
Olive oil:10g.
Pine nut:4g.
Currant: 6g.
Black pepper: 2g.
Cinnamon: 2g.
Water: 60ml.
Salt: 2g. ","Beyaz Lahana: 80g.
Beyaz Pirinç: 50g
Kuru Soğan: 20g.
Zeytinyağı:10g.
Dolmalık Fıstık:4g.
Kuş Üzümü: 6g.
Karabiber: 2g.
Tarçın: 2g.
Su: 60ml.
Tuz: 2g. ","Cabbage: 80g.
Rice: 50g
Onion: 20g.
Olive oil:10g.
Pine nut:4g.
Currant: 6g.
Black pepper: 2g.
Cinnamon: 2g.
Water: 60ml.
Salt: 2g. ","Lahana yapraklarını el büyüklüğünde parçalar olacak şekilde böl ve iki dakika kaynayan suda beklet. Soğumaya bırak. Pirinç, doğranmış soğan, tuz, tarçın, karabiber, zeytinyağınıo karıştırarak dolgu malzemesini hazırla. Lahana yapraklarına iç harcı azar azar koy ve sar. Sarmaları tencerede bitişik olacak şekilde diz. Üzerine su ekle ve pirinçler pişinceye kadar pişir.","Cut the cabbage leaves into hand-sized pieces and soak them in boiling water for two minutes. Let it cool. Prepare the filling of rolls by mixing rice, chopped onion, salt, cinnamon, black pepper, olive oil. Put the stuffing on the cabbage leaves little by little and roll them up. Arrange the wraps so that they are close together in the pot. Add water and cook until the rice is cooked.",,,150,,10,15,first,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
